row,column,layer,node,Reach,Stage,Bottom,Conductanc,Conc,Width,Length,Thickness,K
"36","78","1","0","0",16.518000,9.112000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","79","1","0","0",16.521000,8.107000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","80","1","0","0",16.524000,7.113000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","81","1","0","0",16.528000,6.301000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","37","1","0","0",16.372000,15.682000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","70","1","0","0",16.497000,16.457000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","82","1","0","0",16.531000,14.392000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","50","1","0","0",16.441000,14.729000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","51","1","0","0",16.448000,14.649000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","59","1","0","0",16.470000,15.385000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"36","60","1","0","0",16.470000,15.385000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","21","1","0","0",16.214000,15.103000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","22","1","0","0",16.214000,13.815000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","37","1","0","0",16.366000,15.356000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","50","1","0","0",16.445000,16.187000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","51","1","0","0",16.448000,14.315000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","54","1","0","0",16.469000,15.982000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","55","1","0","0",16.469000,14.320000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","56","1","0","0",16.469000,9.397000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","57","1","0","0",16.469000,8.311000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","58","1","0","0",16.469000,14.657000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","59","1","0","0",16.470000,11.726000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","70","1","0","0",16.495000,16.235000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","71","1","0","0",16.496000,9.462000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","72","1","0","0",16.498000,8.465000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","73","1","0","0",16.500000,7.736000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","74","1","0","0",16.502000,9.511000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","75","1","0","0",16.504000,12.189000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","77","1","0","0",16.515000,13.603000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","79","1","0","0",16.527000,14.766000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","80","1","0","0",16.529000,11.985000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","81","1","0","0",16.532000,7.290000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","82","1","0","0",16.534000,8.440000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","38","1","0","0",16.367000,15.920000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","60","1","0","0",16.470000,15.391000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","69","1","0","0",16.494000,16.256000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","52","1","0","0",16.453000,15.561000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","53","1","0","0",16.470000,15.375000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","83","1","0","0",16.536000,16.378000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"35","36","1","0","0",16.359000,16.097000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","21","1","0","0",16.213000,15.746000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","22","1","0","0",16.213000,13.550000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","36","1","0","0",16.357000,15.386000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","37","1","0","0",16.359000,13.910000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","52","1","0","0",16.455000,14.786000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","53","1","0","0",16.461000,14.711000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","54","1","0","0",16.470000,11.083000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","56","1","0","0",16.470000,16.469000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","57","1","0","0",16.470000,7.742000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","58","1","0","0",16.349000,9.951000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","59","1","0","0",16.471000,11.439000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","69","1","0","0",16.492000,16.276000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","70","1","0","0",16.493000,9.553000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","71","1","0","0",16.495000,8.515000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","72","1","0","0",16.496000,9.164000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","73","1","0","0",16.498000,11.076000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","74","1","0","0",16.500000,12.749000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","79","1","0","0",16.532000,15.093000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","80","1","0","0",16.533000,11.339000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","81","1","0","0",16.535000,8.782000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","82","1","0","0",16.536000,5.995000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","83","1","0","0",16.538000,10.611000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","32","1","0","0",16.304000,16.284000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","33","1","0","0",16.307000,16.292000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","35","1","0","0",16.346000,16.175000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","68","1","0","0",16.489000,16.476000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","30","1","0","0",16.281000,16.232000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","31","1","0","0",16.296000,16.269000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","29","1","0","0",16.275000,16.203000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","24","1","0","0",16.243000,15.610000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","25","1","0","0",16.246000,15.473000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","28","1","0","0",16.272000,16.173000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","34","1","0","0",16.320000,16.081000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","67","1","0","0",16.486000,15.990000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","21","1","0","0",16.212000,16.143000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","22","1","0","0",16.212000,14.279000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","24","1","0","0",16.242000,15.167000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","25","1","0","0",16.247000,13.657000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","26","1","0","0",16.257000,15.904000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","26","1","0","0",16.257000,15.904000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"34","27","1","0","0",16.259000,15.753000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","27","1","0","0",16.259000,15.733000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","28","1","0","0",16.266000,16.086000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","29","1","0","0",16.273000,14.048000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","30","1","0","0",16.280000,14.458000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","31","1","0","0",16.289000,14.400000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","32","1","0","0",16.298000,15.496000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","33","1","0","0",16.311000,16.195000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","34","1","0","0",16.322000,13.480000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","35","1","0","0",16.334000,14.436000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","53","1","0","0",16.464000,15.854000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","54","1","0","0",16.467000,15.722000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","56","1","0","0",16.471000,10.825000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","57","1","0","0",16.471000,8.543000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","58","1","0","0",16.471000,10.808000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","67","1","0","0",16.484000,16.457000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","68","1","0","0",16.486000,14.873000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","69","1","0","0",16.489000,9.701000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","70","1","0","0",16.492000,8.830000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","71","1","0","0",16.493000,9.559000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","72","1","0","0",16.495000,12.375000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","80","1","0","0",16.537000,15.884000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","81","1","0","0",16.538000,10.307000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","82","1","0","0",16.539000,5.063000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","83","1","0","0",16.539000,7.697000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","84","1","0","0",16.538000,16.494000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","66","1","0","0",16.482000,16.155000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","59","1","0","0",16.472000,15.404000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"33","23","1","0","0",16.237000,15.274000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","21","1","0","0",16.211000,15.601000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","23","1","0","0",16.235000,15.273000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","24","1","0","0",16.236000,13.723000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","56","1","0","0",16.471000,15.921000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","57","1","0","0",16.472000,9.671000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","58","1","0","0",16.472000,6.818000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","59","1","0","0",16.472000,14.656000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","66","1","0","0",16.480000,15.798000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","67","1","0","0",16.481000,13.468000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","68","1","0","0",16.483000,9.771000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","69","1","0","0",16.487000,8.874000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","70","1","0","0",16.489000,9.699000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","80","1","0","0",16.538000,15.592000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","81","1","0","0",16.538000,12.406000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","82","1","0","0",16.538000,6.343000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","83","1","0","0",16.538000,7.620000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","84","1","0","0",16.538000,15.968000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","22","1","0","0",16.211000,15.438000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","65","1","0","0",16.478000,16.246000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","1","1","0","0",16.167000,15.490000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","20","1","0","0",16.210000,15.232000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","60","1","0","0",16.473000,15.448000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","64","1","0","0",16.479000,16.024000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","1","1","0","0",16.168000,15.284000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"32","2","1","0","0",16.168000,15.503000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","2","1","0","0",16.168000,15.533000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","21","1","0","0",16.210000,13.653000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","23","1","0","0",16.228000,14.010000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","57","1","0","0",16.472000,15.867000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","58","1","0","0",16.472000,8.399000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","59","1","0","0",16.473000,7.012000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","60","1","0","0",16.473000,15.482000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","64","1","0","0",16.479000,15.294000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","65","1","0","0",16.479000,11.949000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","66","1","0","0",16.478000,11.700000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","67","1","0","0",16.480000,10.072000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","68","1","0","0",16.482000,8.862000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","69","1","0","0",16.484000,9.256000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","70","1","0","0",16.487000,13.292000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","80","1","0","0",16.534000,16.162000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","81","1","0","0",16.535000,14.011000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","82","1","0","0",16.535000,7.866000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","83","1","0","0",16.536000,8.682000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","84","1","0","0",16.536000,15.394000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","20","1","0","0",16.210000,15.082000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","22","1","0","0",16.227000,15.270000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","3","1","0","0",16.169000,15.520000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","61","1","0","0",16.474000,15.600000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","63","1","0","0",16.478000,16.414000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","4","1","0","0",16.169000,15.389000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","62","1","0","0",16.476000,15.879000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"31","5","1","0","0",16.170000,15.329000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","1","1","0","0",16.168000,13.230000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","2","1","0","0",16.168000,13.661000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","3","1","0","0",16.169000,14.122000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","4","1","0","0",16.169000,14.990000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","5","1","0","0",16.170000,15.281000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","20","1","0","0",16.209000,14.977000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","22","1","0","0",16.225000,14.891000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","57","1","0","0",16.473000,16.341000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","58","1","0","0",16.473000,13.359000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","59","1","0","0",17.202000,7.226000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","60","1","0","0",16.474000,9.537000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","61","1","0","0",16.475000,10.809000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","62","1","0","0",16.476000,11.322000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","63","1","0","0",16.477000,11.119000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","64","1","0","0",16.479000,10.661000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","65","1","0","0",16.479000,10.095000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","66","1","0","0",16.478000,9.341000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","67","1","0","0",16.479000,8.898000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","68","1","0","0",16.481000,8.951000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","69","1","0","0",16.482000,12.120000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","80","1","0","0",16.533000,16.371000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","81","1","0","0",16.533000,9.925000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","82","1","0","0",16.533000,9.511000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","83","1","0","0",16.533000,10.638000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","6","1","0","0",16.170000,15.339000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","84","1","0","0",16.534000,15.175000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","19","1","0","0",16.209000,15.157000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","21","1","0","0",16.223000,14.830000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","7","1","0","0",16.171000,15.180000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","8","1","0","0",16.172000,15.199000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","1","1","0","0",16.168000,15.436000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","2","1","0","0",16.168000,14.370000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","3","1","0","0",16.169000,13.984000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","4","1","0","0",16.169000,13.685000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","5","1","0","0",16.170000,13.336000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","6","1","0","0",16.171000,13.641000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","7","1","0","0",16.171000,14.223000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","8","1","0","0",16.172000,15.131000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","19","1","0","0",16.208000,14.920000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","20","1","0","0",16.208000,14.925000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","21","1","0","0",16.219000,14.655000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","22","1","0","0",16.221000,15.350000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","58","1","0","0",16.473000,16.288000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","59","1","0","0",16.473000,10.132000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","60","1","0","0",16.474000,7.940000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","61","1","0","0",16.475000,7.688000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","62","1","0","0",16.476000,7.634000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","63","1","0","0",16.477000,8.017000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","64","1","0","0",16.478000,8.701000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","65","1","0","0",16.479000,9.395000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","66","1","0","0",16.479000,9.980000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","67","1","0","0",16.478000,10.663000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","68","1","0","0",16.480000,12.062000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"30","79","1","0","0",16.535000,16.175000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","80","1","0","0",16.535000,15.859000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","81","1","0","0",16.534000,9.772000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","82","1","0","0",16.534000,9.943000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","83","1","0","0",16.534000,12.057000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","79","1","0","0",16.535000,16.216000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","9","1","0","0",16.173000,15.053000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","18","1","0","0",16.208000,15.147000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","2","1","0","0",16.169000,15.951000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","3","1","0","0",16.169000,15.516000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","4","1","0","0",16.170000,15.456000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","5","1","0","0",16.170000,15.032000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","6","1","0","0",16.171000,14.292000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","7","1","0","0",16.172000,14.340000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","8","1","0","0",16.172000,13.433000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","9","1","0","0",16.173000,14.027000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"29","10","1","0","0",16.174000,15.035000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","19","1","0","0",16.208000,14.824000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","20","1","0","0",16.212000,14.871000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","21","1","0","0",16.214000,15.291000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","60","1","0","0",16.475000,16.193000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","61","1","0","0",16.475000,15.430000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","62","1","0","0",16.476000,15.414000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","63","1","0","0",16.477000,16.281000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","79","1","0","0",16.536000,15.944000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","80","1","0","0",16.536000,9.960000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","81","1","0","0",16.536000,8.516000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","82","1","0","0",16.535000,9.845000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","83","1","0","0",16.535000,10.937000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","10","1","0","0",16.174000,14.919000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","11","1","0","0",16.175000,14.890000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","12","1","0","0",16.175000,14.875000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","18","1","0","0",16.200000,15.144000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","78","1","0","0",16.537000,15.941000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","7","1","0","0",16.172000,15.913000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","8","1","0","0",16.173000,14.464000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","9","1","0","0",16.173000,14.279000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","10","1","0","0",16.174000,13.660000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","11","1","0","0",16.175000,13.339000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","12","1","0","0",16.175000,13.702000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"28","13","1","0","0",16.176000,15.079000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","18","1","0","0",16.194000,15.251000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","19","1","0","0",16.200000,13.560000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","78","1","0","0",16.538000,15.902000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","79","1","0","0",16.538000,14.980000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","80","1","0","0",16.537000,9.193000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","81","1","0","0",16.537000,9.534000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","82","1","0","0",16.536000,12.066000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","13","1","0","0",16.176000,14.920000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","17","1","0","0",16.188000,15.398000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","14","1","0","0",16.177000,15.230000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","15","1","0","0",16.178000,15.190000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"27","16","1","0","0",16.180000,15.207000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"26","9","1","0","0",16.174000,16.011000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"26","10","1","0","0",16.174000,14.627000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"26","11","1","0","0",16.175000,14.199000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"26","12","1","0","0",16.176000,14.365000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"26","13","1","0","0",16.176000,14.623000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
"26","14","1","0","0",16.177000,14.075000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
