row,column,node,zone,Rech,Conc,Depth
48,127,0,1,0.000247,0.1,0
48,128,0,1,0.000247,0.1,0
48,129,0,1,0.000247,0.1,0
48,130,0,1,0.000247,0.1,0
48,131,0,1,0.000247,0.1,0
48,132,0,1,0.000247,0.1,0
48,133,0,1,0.000247,0.1,0
48,134,0,1,0.000247,0.1,0
48,135,0,1,0.000247,0.1,0
48,136,0,1,0.000247,0.1,0
48,137,0,1,0.000247,0.1,0
49,125,0,1,0.000247,0.1,0
49,126,0,1,0.000247,0.1,0
49,127,0,1,0.000247,0.1,0
49,128,0,1,0.000247,0.1,0
49,129,0,1,0.000247,0.1,0
49,130,0,1,0.000247,0.1,0
49,131,0,1,0.000247,0.1,0
49,132,0,1,0.000247,0.1,0
49,133,0,1,0.000247,0.1,0
49,134,0,1,0.000247,0.1,0
49,135,0,1,0.000247,0.1,0
49,136,0,1,0.000247,0.1,0
49,137,0,1,0.000247,0.1,0
49,138,0,1,0.000247,0.1,0
50,124,0,1,0.000247,0.1,0
50,125,0,1,0.000247,0.1,0
50,126,0,1,0.000247,0.1,0
50,127,0,1,0.000247,0.1,0
50,128,0,1,0.000247,0.1,0
50,129,0,1,0.000247,0.1,0
50,130,0,1,0.000247,0.1,0
50,131,0,1,0.000247,0.1,0
50,132,0,1,0.000247,0.1,0
50,133,0,1,0.000247,0.1,0
50,134,0,1,0.000247,0.1,0
50,135,0,1,0.000247,0.1,0
50,136,0,1,0.000247,0.1,0
51,122,0,1,0.000247,0.1,0
51,123,0,1,0.000247,0.1,0
51,124,0,1,0.000247,0.1,0
51,125,0,1,0.000247,0.1,0
51,126,0,1,0.000247,0.1,0
51,127,0,1,0.000247,0.1,0
51,128,0,1,0.000247,0.1,0
51,129,0,1,0.000247,0.1,0
51,130,0,1,0.000247,0.1,0
51,131,0,1,0.000247,0.1,0
51,132,0,1,0.000247,0.1,0
51,133,0,1,0.000247,0.1,0
51,134,0,1,0.000247,0.1,0
52,121,0,1,0.000247,0.1,0
52,122,0,1,0.000247,0.1,0
52,123,0,1,0.000247,0.1,0
52,124,0,1,0.000247,0.1,0
52,125,0,1,0.000247,0.1,0
52,126,0,1,0.000247,0.1,0
52,127,0,1,0.000247,0.1,0
52,128,0,1,0.000247,0.1,0
52,129,0,1,0.000247,0.1,0
52,130,0,1,0.000247,0.1,0
52,131,0,1,0.000247,0.1,0
52,132,0,1,0.000247,0.1,0
53,121,0,1,0.000247,0.1,0
53,122,0,1,0.000247,0.1,0
53,123,0,1,0.000247,0.1,0
53,124,0,1,0.000247,0.1,0
53,125,0,1,0.000247,0.1,0
53,126,0,1,0.000247,0.1,0
53,127,0,1,0.000247,0.1,0
53,128,0,1,0.000247,0.1,0
53,129,0,1,0.000247,0.1,0
53,130,0,1,0.000247,0.1,0
54,122,0,1,0.000247,0.1,0
54,123,0,1,0.000247,0.1,0
54,124,0,1,0.000247,0.1,0
54,125,0,1,0.000247,0.1,0
54,126,0,1,0.000247,0.1,0
54,127,0,1,0.000247,0.1,0
54,128,0,1,0.000247,0.1,0
55,123,0,1,0.000247,0.1,0
55,124,0,1,0.000247,0.1,0
55,125,0,1,0.000247,0.1,0
55,126,0,1,0.000247,0.1,0
56,137,0,1,0.000247,0.1,0
56,138,0,1,0.000247,0.1,0
56,139,0,1,0.000247,0.1,0
56,140,0,1,0.000247,0.1,0
56,141,0,1,0.000247,0.1,0
56,142,0,1,0.000247,0.1,0
56,143,0,1,0.000247,0.1,0
57,126,0,1,0.000247,0.1,0
57,127,0,1,0.000247,0.1,0
57,128,0,1,0.000247,0.1,0
57,129,0,1,0.000247,0.1,0
57,130,0,1,0.000247,0.1,0
57,131,0,1,0.000247,0.1,0
57,132,0,1,0.000247,0.1,0
57,133,0,1,0.000247,0.1,0
57,134,0,1,0.000247,0.1,0
57,135,0,1,0.000247,0.1,0
57,136,0,1,0.000247,0.1,0
57,137,0,1,0.000247,0.1,0
57,138,0,1,0.000247,0.1,0
57,139,0,1,0.000247,0.1,0
57,140,0,1,0.000247,0.1,0
57,141,0,1,0.000247,0.1,0
57,142,0,1,0.000247,0.1,0
57,143,0,1,0.000247,0.1,0
58,126,0,1,0.000247,0.1,0
58,127,0,1,0.000247,0.1,0
58,128,0,1,0.000247,0.1,0
58,129,0,1,0.000247,0.1,0
58,130,0,1,0.000247,0.1,0
58,131,0,1,0.000247,0.1,0
58,132,0,1,0.000247,0.1,0
58,133,0,1,0.000247,0.1,0
58,134,0,1,0.000247,0.1,0
58,135,0,1,0.000247,0.1,0
58,136,0,1,0.000247,0.1,0
58,137,0,1,0.000247,0.1,0
58,138,0,1,0.000247,0.1,0
58,139,0,1,0.000247,0.1,0
58,140,0,1,0.000247,0.1,0
58,141,0,1,0.000247,0.1,0
58,142,0,1,0.000247,0.1,0
59,126,0,1,0.000247,0.1,0
59,127,0,1,0.000247,0.1,0
59,128,0,1,0.000247,0.1,0
59,129,0,1,0.000247,0.1,0
59,130,0,1,0.000247,0.1,0
59,131,0,1,0.000247,0.1,0
59,132,0,1,0.000247,0.1,0
59,133,0,1,0.000247,0.1,0
59,134,0,1,0.000247,0.1,0
59,135,0,1,0.000247,0.1,0
59,136,0,1,0.000247,0.1,0
59,137,0,1,0.000247,0.1,0
59,138,0,1,0.000247,0.1,0
59,139,0,1,0.000247,0.1,0
59,140,0,1,0.000247,0.1,0
59,141,0,1,0.000247,0.1,0
59,142,0,1,0.000247,0.1,0
60,125,0,1,0.000247,0.1,0
60,126,0,1,0.000247,0.1,0
60,127,0,1,0.000247,0.1,0
60,128,0,1,0.000247,0.1,0
60,129,0,1,0.000247,0.1,0
60,130,0,1,0.000247,0.1,0
60,131,0,1,0.000247,0.1,0
60,132,0,1,0.000247,0.1,0
60,133,0,1,0.000247,0.1,0
60,134,0,1,0.000247,0.1,0
60,135,0,1,0.000247,0.1,0
60,136,0,1,0.000247,0.1,0
60,137,0,1,0.000247,0.1,0
60,138,0,1,0.000247,0.1,0
60,139,0,1,0.000247,0.1,0
60,140,0,1,0.000247,0.1,0
61,122,0,1,0.000247,0.1,0
61,123,0,1,0.000247,0.1,0
61,124,0,1,0.000247,0.1,0
61,125,0,1,0.000247,0.1,0
61,126,0,1,0.000247,0.1,0
61,127,0,1,0.000247,0.1,0
61,128,0,1,0.000247,0.1,0
61,129,0,1,0.000247,0.1,0
61,130,0,1,0.000247,0.1,0
61,131,0,1,0.000247,0.1,0
61,132,0,1,0.000247,0.1,0
61,133,0,1,0.000247,0.1,0
61,134,0,1,0.000247,0.1,0
61,135,0,1,0.000247,0.1,0
61,136,0,1,0.000247,0.1,0
61,137,0,1,0.000247,0.1,0
61,138,0,1,0.000247,0.1,0
62,116,0,1,0.000247,0.1,0
62,117,0,1,0.000247,0.1,0
62,118,0,1,0.000247,0.1,0
62,119,0,1,0.000247,0.1,0
62,120,0,1,0.000247,0.1,0
62,121,0,1,0.000247,0.1,0
62,122,0,1,0.000247,0.1,0
62,123,0,1,0.000247,0.1,0
62,124,0,1,0.000247,0.1,0
62,125,0,1,0.000247,0.1,0
62,126,0,1,0.000247,0.1,0
62,127,0,1,0.000247,0.1,0
62,128,0,1,0.000247,0.1,0
62,129,0,1,0.000247,0.1,0
62,130,0,1,0.000247,0.1,0
62,131,0,1,0.000247,0.1,0
62,132,0,1,0.000247,0.1,0
62,133,0,1,0.000247,0.1,0
62,134,0,1,0.000247,0.1,0
62,135,0,1,0.000247,0.1,0
62,136,0,1,0.000247,0.1,0
63,117,0,1,0.000247,0.1,0
63,118,0,1,0.000247,0.1,0
63,119,0,1,0.000247,0.1,0
63,120,0,1,0.000247,0.1,0
63,121,0,1,0.000247,0.1,0
63,122,0,1,0.000247,0.1,0
63,123,0,1,0.000247,0.1,0
63,124,0,1,0.000247,0.1,0
63,125,0,1,0.000247,0.1,0
63,126,0,1,0.000247,0.1,0
63,127,0,1,0.000247,0.1,0
63,128,0,1,0.000247,0.1,0
63,129,0,1,0.000247,0.1,0
63,130,0,1,0.000247,0.1,0
63,131,0,1,0.000247,0.1,0
63,132,0,1,0.000247,0.1,0
63,133,0,1,0.000247,0.1,0
63,134,0,1,0.000247,0.1,0
63,135,0,1,0.000247,0.1,0
64,117,0,1,0.000247,0.1,0
64,118,0,1,0.000247,0.1,0
64,119,0,1,0.000247,0.1,0
64,120,0,1,0.000247,0.1,0
64,121,0,1,0.000247,0.1,0
64,122,0,1,0.000247,0.1,0
64,123,0,1,0.000247,0.1,0
64,124,0,1,0.000247,0.1,0
64,125,0,1,0.000247,0.1,0
64,126,0,1,0.000247,0.1,0
64,127,0,1,0.000247,0.1,0
64,128,0,1,0.000247,0.1,0
64,129,0,1,0.000247,0.1,0
64,130,0,1,0.000247,0.1,0
64,131,0,1,0.000247,0.1,0
64,132,0,1,0.000247,0.1,0
64,133,0,1,0.000247,0.1,0
64,134,0,1,0.000247,0.1,0
65,117,0,1,0.000247,0.1,0
65,118,0,1,0.000247,0.1,0
65,119,0,1,0.000247,0.1,0
65,120,0,1,0.000247,0.1,0
65,121,0,1,0.000247,0.1,0
65,122,0,1,0.000247,0.1,0
65,123,0,1,0.000247,0.1,0
65,124,0,1,0.000247,0.1,0
65,125,0,1,0.000247,0.1,0
65,126,0,1,0.000247,0.1,0
65,127,0,1,0.000247,0.1,0
65,128,0,1,0.000247,0.1,0
65,129,0,1,0.000247,0.1,0
65,130,0,1,0.000247,0.1,0
65,131,0,1,0.000247,0.1,0
65,132,0,1,0.000247,0.1,0
65,133,0,1,0.000247,0.1,0
65,134,0,1,0.000247,0.1,0
66,117,0,1,0.000247,0.1,0
66,118,0,1,0.000247,0.1,0
66,119,0,1,0.000247,0.1,0
66,120,0,1,0.000247,0.1,0
66,121,0,1,0.000247,0.1,0
66,122,0,1,0.000247,0.1,0
66,123,0,1,0.000247,0.1,0
66,124,0,1,0.000247,0.1,0
66,125,0,1,0.000247,0.1,0
66,126,0,1,0.000247,0.1,0
66,127,0,1,0.000247,0.1,0
66,128,0,1,0.000247,0.1,0
66,129,0,1,0.000247,0.1,0
66,130,0,1,0.000247,0.1,0
66,131,0,1,0.000247,0.1,0
66,132,0,1,0.000247,0.1,0
66,133,0,1,0.000247,0.1,0
66,134,0,1,0.000247,0.1,0
67,117,0,1,0.000247,0.1,0
67,118,0,1,0.000247,0.1,0
67,119,0,1,0.000247,0.1,0
67,120,0,1,0.000247,0.1,0
67,121,0,1,0.000247,0.1,0
67,122,0,1,0.000247,0.1,0
67,123,0,1,0.000247,0.1,0
67,124,0,1,0.000247,0.1,0
67,125,0,1,0.000247,0.1,0
67,126,0,1,0.000247,0.1,0
67,127,0,1,0.000247,0.1,0
67,128,0,1,0.000247,0.1,0
67,129,0,1,0.000247,0.1,0
67,130,0,1,0.000247,0.1,0
67,131,0,1,0.000247,0.1,0
67,132,0,1,0.000247,0.1,0
67,133,0,1,0.000247,0.1,0
67,134,0,1,0.000247,0.1,0
68,118,0,1,0.000247,0.1,0
68,119,0,1,0.000247,0.1,0
68,120,0,1,0.000247,0.1,0
68,121,0,1,0.000247,0.1,0
68,122,0,1,0.000247,0.1,0
68,123,0,1,0.000247,0.1,0
68,124,0,1,0.000247,0.1,0
68,125,0,1,0.000247,0.1,0
68,126,0,1,0.000247,0.1,0
68,127,0,1,0.000247,0.1,0
68,128,0,1,0.000247,0.1,0
68,129,0,1,0.000247,0.1,0
68,130,0,1,0.000247,0.1,0
68,131,0,1,0.000247,0.1,0
68,132,0,1,0.000247,0.1,0
68,133,0,1,0.000247,0.1,0
68,134,0,1,0.000247,0.1,0
69,118,0,1,0.000247,0.1,0
69,119,0,1,0.000247,0.1,0
69,120,0,1,0.000247,0.1,0
69,121,0,1,0.000247,0.1,0
69,122,0,1,0.000247,0.1,0
69,123,0,1,0.000247,0.1,0
70,117,0,1,0.000247,0.1,0
70,118,0,1,0.000247,0.1,0
70,119,0,1,0.000247,0.1,0
70,120,0,1,0.000247,0.1,0
70,121,0,1,0.000247,0.1,0
70,122,0,1,0.000247,0.1,0
70,123,0,1,0.000247,0.1,0
70,124,0,1,0.000247,0.1,0
70,125,0,1,0.000247,0.1,0
70,126,0,1,0.000247,0.1,0
70,127,0,1,0.000247,0.1,0
70,128,0,1,0.000247,0.1,0
70,129,0,1,0.000247,0.1,0
70,130,0,1,0.000247,0.1,0
71,117,0,1,0.000247,0.1,0
71,118,0,1,0.000247,0.1,0
71,119,0,1,0.000247,0.1,0
71,120,0,1,0.000247,0.1,0
71,121,0,1,0.000247,0.1,0
71,122,0,1,0.000247,0.1,0
71,123,0,1,0.000247,0.1,0
71,124,0,1,0.000247,0.1,0
71,125,0,1,0.000247,0.1,0
71,126,0,1,0.000247,0.1,0
71,127,0,1,0.000247,0.1,0
71,128,0,1,0.000247,0.1,0
71,129,0,1,0.000247,0.1,0
71,130,0,1,0.000247,0.1,0
72,116,0,1,0.000247,0.1,0
72,117,0,1,0.000247,0.1,0
72,118,0,1,0.000247,0.1,0
72,119,0,1,0.000247,0.1,0
72,120,0,1,0.000247,0.1,0
72,121,0,1,0.000247,0.1,0
72,122,0,1,0.000247,0.1,0
72,123,0,1,0.000247,0.1,0
72,124,0,1,0.000247,0.1,0
72,125,0,1,0.000247,0.1,0
72,126,0,1,0.000247,0.1,0
72,127,0,1,0.000247,0.1,0
72,128,0,1,0.000247,0.1,0
72,129,0,1,0.000247,0.1,0
72,130,0,1,0.000247,0.1,0
73,116,0,1,0.000247,0.1,0
73,117,0,1,0.000247,0.1,0
73,118,0,1,0.000247,0.1,0
73,119,0,1,0.000247,0.1,0
73,120,0,1,0.000247,0.1,0
73,121,0,1,0.000247,0.1,0
73,122,0,1,0.000247,0.1,0
73,123,0,1,0.000247,0.1,0
73,124,0,1,0.000247,0.1,0
73,125,0,1,0.000247,0.1,0
73,126,0,1,0.000247,0.1,0
73,127,0,1,0.000247,0.1,0
73,128,0,1,0.000247,0.1,0
73,129,0,1,0.000247,0.1,0
73,130,0,1,0.000247,0.1,0
74,116,0,1,0.000247,0.1,0
74,117,0,1,0.000247,0.1,0
74,118,0,1,0.000247,0.1,0
74,119,0,1,0.000247,0.1,0
74,120,0,1,0.000247,0.1,0
74,121,0,1,0.000247,0.1,0
74,122,0,1,0.000247,0.1,0
74,123,0,1,0.000247,0.1,0
74,124,0,1,0.000247,0.1,0
74,125,0,1,0.000247,0.1,0
74,126,0,1,0.000247,0.1,0
74,127,0,1,0.000247,0.1,0
74,128,0,1,0.000247,0.1,0
74,129,0,1,0.000247,0.1,0
74,130,0,1,0.000247,0.1,0
75,115,0,1,0.000247,0.1,0
75,116,0,1,0.000247,0.1,0
75,117,0,1,0.000247,0.1,0
75,118,0,1,0.000247,0.1,0
75,119,0,1,0.000247,0.1,0
75,120,0,1,0.000247,0.1,0
