ts,value
2021-03-14 11:19:13.936,15.218910000000005
2021-03-14 11:51:17.978,15.21405
2021-03-14 12:23:21.904,15.1905
2021-03-14 12:55:26.683,15.175550000000001
2021-03-14 13:27:30.029,15.173605000000002
2021-03-14 13:59:34.170,15.169585
2021-03-14 14:31:38.865,15.167845000000002
2021-03-14 15:03:42.325,15.171985
2021-03-14 15:35:47.213,15.170380000000005
2021-03-14 16:07:50.565,15.170425000000002
2021-03-14 16:39:55.258,15.174994999999997
2021-03-14 17:11:58.703,15.165835000000001
2021-03-14 17:44:02.713,15.173515000000002
2021-03-14 18:16:07.081,15.187885000000001
2021-03-14 18:48:03.514,15.217885
2021-03-14 19:20:06.703,15.243224999999999
2021-03-14 19:52:10.770,15.250725000000001
2021-03-14 20:24:15.662,15.253815000000001
2021-03-14 20:56:18.941,15.25465
2021-03-14 21:28:24.034,15.252335000000002
2021-03-14 22:00:28.406,15.254720000000006
2021-03-14 22:32:31.390,15.253045
2021-03-14 23:04:36.091,15.252824999999996
2021-03-14 23:36:39.512,15.251525
2021-03-15 00:08:44.772,15.252220000000001
2021-03-15 00:40:47.662,15.251715000000003
2021-03-15 01:12:51.822,15.252065
2021-03-15 01:44:55.920,15.253050000000002
2021-03-15 02:17:00.101,15.252955
2021-03-15 02:49:04.889,15.254035000000004
2021-03-15 03:21:08.585,15.257075
2021-03-15 03:53:12.181,
2021-03-15 15:27:50.635,
2021-03-15 15:59:56.841,15.201665
2021-03-15 16:31:59.812,15.743875000000001
2021-03-15 17:04:03.020,
2021-03-15 17:36:09.159,
2021-03-15 18:08:10.989,
2021-03-15 18:40:15.673,15.726275000000001
2021-03-15 19:12:19.831,15.735435
2021-03-15 19:44:23.250,15.74268
2021-03-15 20:16:29.279,15.746635
2021-03-15 20:48:32.288,15.74905
2021-03-15 21:20:36.481,15.749960000000002
2021-03-15 21:43:19.912,15.748484999999997
2021-03-15 22:26:09.793,15.75445
2021-03-15 22:35:03.090,15.754115000000002
2021-03-15 23:07:13.929,15.75396
2021-03-15 23:42:24.256,15.755994999999997
2021-03-16 00:14:33.285,15.755020000000002
2021-03-16 00:30:55.292,15.756695
2021-03-16 01:03:04.916,15.757470000000001
2021-03-16 01:35:13.382,15.759900000000002
2021-03-16 02:07:21.875,15.761095
2021-03-16 02:39:32.302,15.763675
2021-03-16 03:11:40.131,15.76285
2021-03-16 03:43:49.152,15.760505000000002
2021-03-16 04:16:00.053,15.760404999999999
2021-03-16 04:48:07.802,15.76208
2021-03-16 05:20:19.181,15.762435
2021-03-16 05:52:26.701,15.761299999999999
2021-03-16 06:24:34.614,15.75871
2021-03-16 06:56:44.463,15.758475
2021-03-16 07:28:54.494,15.753605
2021-03-16 08:03:05.670,15.744585
2021-03-16 08:35:17.253,13.852124999999997
2021-03-16 08:57:38.809,13.847990000000003
2021-03-16 09:29:52.628,13.83765
2021-03-16 10:02:13.964,13.827105000000003
2021-03-16 10:34:04.878,14.67099
2021-03-16 11:06:16.247,14.783425000000001
2021-03-16 11:38:24.881,14.809105
2021-03-16 12:10:32.201,14.80864
2021-03-16 12:32:53.710,14.810895000000002
2021-03-16 13:05:04.929,14.808795000000002
2021-03-16 13:37:11.572,14.811185
2021-03-16 14:09:22.093,14.822054999999999
2021-03-16 14:41:30.881,14.803115000000002
2021-03-16 15:13:39.123,14.826615000000002
2021-03-16 15:45:47.902,14.820079999999997
2021-03-16 16:17:57.022,14.8168
2021-03-16 16:53:10.453,
2021-03-16 17:25:16.816,
2021-03-16 17:57:24.835,
2021-03-16 18:29:33.923,14.830970000000006
2021-03-16 19:01:43.748,14.845975000000001
2021-03-16 19:33:54.817,14.85812
2021-03-16 20:06:01.893,14.862015000000001
2021-03-16 20:38:12.889,14.86337
2021-03-16 21:10:19.442,14.863725
2021-03-16 21:42:28.526,14.86542
2021-03-16 22:14:37.637,14.869335
2021-03-16 22:46:47.051,14.872395000000003
2021-03-16 23:18:56.284,14.874555
2021-03-16 23:51:05.564,14.87491
2021-03-17 00:23:15.185,14.877004999999999
2021-03-17 00:30:26.718,14.877569999999999
2021-03-17 08:50:15.362,14.867255
2021-03-17 09:06:05.420,14.859020000000001
2021-03-17 09:38:14.133,14.850465
2021-03-17 10:10:24.086,14.8382
2021-03-17 10:42:33.195,14.833110000000001
2021-03-17 11:14:41.517,14.827305000000003
2021-03-17 11:46:54.826,14.824655
2021-03-17 12:19:00.758,14.817544999999999
2021-03-17 12:32:24.551,14.812025000000006
2021-03-17 13:04:33.681,14.814315
2021-03-17 13:36:42.377,14.809040000000005
2021-03-17 14:08:52.365,14.814965
2021-03-17 14:41:01.396,14.813465000000004
2021-03-17 15:13:10.094,14.817495
2021-03-17 15:32:25.203,14.819795
2021-03-17 16:04:33.736,14.821394999999999
2021-03-17 16:39:45.441,14.829585000000002
2021-03-17 17:11:56.822,
2021-03-17 17:44:06.085,
2021-03-17 18:16:11.893,14.834955
2021-03-17 18:48:19.779,14.848225
2021-03-17 19:20:30.124,14.85714
2021-03-17 19:52:37.949,14.861185000000003
2021-03-17 20:24:48.221,14.865405
2021-03-17 20:56:57.893,14.861324999999999
2021-03-17 21:29:07.735,14.867985000000001
2021-03-17 22:01:19.373,14.869340000000001
2021-03-17 22:33:26.342,14.877945
2021-03-17 23:05:33.208,14.881005000000002
2021-03-17 23:37:45.252,14.883574999999999
2021-03-18 00:09:50.702,14.88884
2021-03-18 00:31:03.557,14.89246
2021-03-18 01:03:10.757,14.898945
2021-03-18 01:35:19.852,14.90743
2021-03-18 02:07:29.000,14.91158
2021-03-18 02:39:39.187,14.918724999999995
2021-03-18 03:11:47.261,14.925945
2021-03-18 03:43:59.391,14.929705
2021-03-18 04:16:10.564,14.933925
2021-03-18 04:30:28.086,14.93623
2021-03-18 05:02:35.569,14.937370000000001
2021-03-18 05:34:43.370,14.933535000000001
2021-03-18 06:06:52.814,14.932140000000002
2021-03-18 06:39:04.055,14.93232
2021-03-18 07:11:12.109,14.934015000000002
2021-03-18 07:45:20.689,14.926020000000001
2021-03-18 08:17:29.868,14.898695000000004
2021-03-18 08:49:40.524,14.907885
2021-03-18 09:21:48.743,14.902815
2021-03-18 09:53:56.602,14.895335
2021-03-18 10:26:06.352,14.893624999999998
2021-03-18 10:58:16.051,14.891265000000002
2021-03-18 11:30:23.939,14.884305000000001
2021-03-18 12:02:32.967,14.8813
2021-03-18 12:32:28.806,14.878075000000003
2021-03-18 13:04:36.757,14.87377
2021-03-18 13:36:45.590,14.87641
2021-03-18 14:08:54.227,14.870554999999996
2021-03-18 14:41:04.739,14.87675
2021-03-18 15:13:11.618,14.874415
2021-03-18 15:32:25.199,14.88035
2021-03-18 16:04:36.990,14.882855
2021-03-18 16:39:42.973,14.887630000000005
2021-03-18 17:11:54.160,14.891395
2021-03-18 17:44:01.218,14.91658
2021-03-18 18:16:11.054,14.91699
2021-03-18 18:48:21.156,14.917865
2021-03-18 19:20:28.519,14.915939999999999
2021-03-18 19:52:40.675,14.91551
2021-03-18 20:24:49.087,14.918965
2021-03-18 20:56:57.144,14.921225
2021-03-18 21:29:04.746,14.926074999999997
2021-03-18 22:01:15.809,14.930645
2021-03-18 22:33:23.163,14.936975000000002
2021-03-18 23:05:34.468,14.941180000000001
2021-03-18 23:37:42.084,14.947460000000001
2021-03-19 00:09:54.485,14.950024999999997
2021-03-19 00:31:06.528,14.951675000000002
2021-03-19 01:03:14.911,14.956675
2021-03-19 01:35:23.973,14.967335000000002
2021-03-19 02:07:33.132,14.971685
2021-03-19 02:39:43.007,14.974730000000001
2021-03-19 03:11:51.868,14.97814
2021-03-19 03:44:00.698,14.981665000000001
2021-03-19 04:16:10.947,14.983385
2021-03-19 04:30:53.133,14.984385000000001
2021-03-19 05:03:04.122,14.987334999999996
2021-03-19 05:35:12.973,14.987645
2021-03-19 06:07:21.566,
2021-03-19 11:38:33.058,15.009115000000001
2021-03-19 12:10:43.297,15.009335000000004
2021-03-19 12:32:25.633,15.023265000000002
2021-03-19 13:04:34.384,15.02337
2021-03-19 13:36:43.491,15.029565000000002
2021-03-19 14:08:52.660,15.036100000000001
2021-03-19 14:41:01.602,15.043765
2021-03-19 15:13:11.305,15.058705000000002
2021-03-19 15:32:25.558,15.058705
2021-03-19 16:04:34.689,
2021-03-19 16:39:47.149,15.10004
2021-03-19 17:11:54.007,15.103515000000002
2021-03-19 17:44:02.460,15.109515
2021-03-19 18:16:12.000,15.11766
2021-03-19 18:48:19.914,15.12558
2021-03-19 19:20:31.291,15.140085000000001
2021-03-19 19:52:40.453,15.1552
2021-03-19 20:24:47.130,15.166955
2021-03-19 20:56:56.465,15.182995
2021-03-19 21:29:08.136,15.204545000000001
2021-03-19 22:01:14.462,15.221904999999998
2021-03-19 22:33:23.512,15.236530000000002
2021-03-19 23:05:32.565,15.25149
2021-03-19 23:37:41.690,15.264225000000003
2021-03-20 00:09:50.865,15.275525000000002
2021-03-20 00:31:04.868,15.284715000000002
2021-03-20 01:03:09.920,15.298385000000005
2021-03-20 01:35:19.601,15.30889
2021-03-20 02:07:27.902,15.320615
2021-03-20 02:39:39.147,15.331865
2021-03-20 03:11:47.348,15.341395
2021-03-20 03:43:55.170,15.35107
2021-03-20 04:16:05.378,15.361170000000001
2021-03-20 04:30:26.211,15.364964999999998
2021-03-20 05:02:35.632,15.376385
2021-03-20 05:34:45.320,15.383679999999998
2021-03-20 06:06:58.434,15.39254
2021-03-20 06:39:01.877,15.381525000000002
2021-03-20 07:11:12.754,15.37998
2021-03-20 07:45:20.557,15.380904999999998
2021-03-20 08:17:29.597,15.367195
2021-03-20 08:49:39.637,15.385435000000001
2021-03-20 09:21:47.745,15.381195
2021-03-20 09:53:59.230,15.383970000000005
2021-03-20 10:26:06.192,15.385215
2021-03-20 10:58:15.249,15.384285
2021-03-20 11:30:24.122,15.381500000000003
2021-03-20 12:02:33.823,15.385285000000001
2021-03-20 12:32:28.207,15.390305
2021-03-20 13:04:36.577,15.405675
2021-03-20 13:36:44.018,15.401085000000002
2021-03-20 14:08:53.466,15.412130000000001
2021-03-20 14:41:01.763,15.415825
2021-03-20 15:13:10.838,15.428315
2021-03-20 15:32:25.590,15.430790000000002
2021-03-20 16:04:37.731,15.441935000000004
2021-03-20 16:39:44.721,15.437325000000001
2021-03-20 17:11:53.294,
2021-03-20 17:44:04.882,
2021-03-20 18:16:12.465,15.490805
2021-03-20 18:48:24.438,15.488425
2021-03-20 19:20:31.961,15.50302
2021-03-20 19:52:38.868,15.51805
2021-03-20 20:24:49.065,15.531915
2021-03-20 20:56:57.047,15.544485
2021-03-20 21:29:06.689,15.556595
2021-03-20 22:01:18.617,15.565195
2021-03-20 22:33:24.562,15.572110000000002
2021-03-20 23:05:35.747,15.579270000000001
2021-03-20 23:37:43.480,15.589015000000002
2021-03-21 00:09:53.584,15.600940000000001
2021-03-21 00:31:02.154,15.609160000000001
2021-03-21 01:03:11.958,15.620085000000001
2021-03-21 01:35:23.059,15.629335
2021-03-21 02:07:29.101,15.642030000000002
2021-03-21 02:39:39.180,15.653125000000001
2021-03-21 03:11:48.593,15.664765000000001
2021-03-21 03:43:56.447,15.673985000000002
2021-03-21 04:16:06.441,15.683200000000001
2021-03-21 08:35:49.837,15.740655000000002
2021-03-21 09:07:58.231,15.744485
2021-03-21 09:40:04.830,15.741810000000001
2021-03-21 12:33:55.596,15.782625000000001
2021-03-21 13:06:04.749,15.788815000000001
2021-03-21 13:38:14.008,15.795815000000001
2021-03-21 14:10:24.297,15.795745000000002
2021-03-21 14:42:32.036,15.804540000000001
2021-03-21 15:14:41.901,15.814165000000001
2021-03-21 15:32:26.567,15.81938
2021-03-21 16:04:35.788,15.825915000000002
2021-03-21 16:39:44.417,15.833955000000001
2021-03-21 17:11:53.133,15.844935
2021-03-21 17:44:04.777,15.86353
2021-03-21 18:16:11.674,15.866205
2021-03-21 18:48:21.665,15.87596
2021-03-21 19:20:29.481,15.8888
2021-03-21 19:52:30.272,15.8888
2021-03-21 20:24:43.043,15.907135
2021-03-21 20:56:52.084,15.917555
2021-03-21 21:28:57.708,15.926025000000001
2021-03-21 22:01:09.210,15.9328
2021-03-22 00:31:02.683,15.969115
2021-03-22 00:53:10.269,15.97691
2021-03-22 01:15:21.156,15.98065
2021-03-22 01:37:28.818,15.98429
2021-03-22 01:59:37.552,15.989895
2021-03-22 02:21:47.568,15.995980000000001
2021-03-22 02:43:59.258,16.002255
2021-03-22 03:06:05.790,16.006785
2021-03-22 03:28:17.449,16.014734999999998
2021-03-22 03:50:24.750,16.019455
2021-03-22 04:12:32.486,16.0271
2021-03-22 04:34:43.715,16.030935
2021-03-22 04:56:50.530,16.03582
2021-03-22 05:18:59.675,16.040295
2021-03-22 05:41:09.037,16.044965
2021-03-22 06:03:20.720,16.052895000000003
2021-03-22 06:25:31.718,16.055115
2021-03-22 06:47:36.750,16.05865
2021-03-22 07:09:46.154,
2021-03-23 00:35:18.395,16.239525
2021-03-23 00:57:27.952,16.24533
2021-03-23 01:19:37.661,16.249745
2021-03-23 01:41:45.737,16.255585
2021-03-23 02:03:56.468,16.258555
2021-03-23 02:26:04.335,16.264995
2021-03-23 02:48:13.601,16.267860000000002
2021-03-23 03:10:25.185,16.274735
2021-03-23 03:32:31.898,16.27841
2021-03-23 03:54:40.439,16.284075
2021-03-23 04:16:51.619,16.290405
2021-03-23 04:38:58.748,16.294345
2021-03-23 05:01:08.680,16.296915000000002
2021-03-23 05:23:16.875,16.30178
2021-03-23 05:45:25.973,16.30483
2021-03-23 23:31:00.460,16.4483
2021-03-23 23:53:10.680,16.453465
2021-03-24 00:15:19.472,16.456235000000003
2021-03-24 00:37:28.405,16.461145000000002
2021-03-24 00:59:36.921,16.464305
2021-03-24 01:21:46.545,16.466715
2021-03-24 01:43:55.021,16.469415
2021-03-24 02:06:04.698,16.463465000000003
2021-03-24 02:28:14.287,16.468285
2021-03-24 02:50:23.077,16.466515
2021-03-24 03:12:33.338,16.4714
2021-03-24 03:34:40.948,16.475375
2021-03-24 03:56:50.857,16.479245000000002
2021-03-24 04:19:00.155,16.480320000000003
2021-03-24 04:41:12.996,16.48148
2021-03-24 05:03:17.425,16.487635
2021-03-24 05:25:26.921,16.489815
2021-03-24 05:47:35.021,16.493470000000002
2021-03-24 06:09:45.151,16.494145
2021-03-24 06:31:54.453,16.497870000000002
2021-03-24 06:54:03.651,16.500265
2021-03-24 07:16:12.211,16.500905
2021-03-24 07:31:00.992,16.502235000000002
2021-03-24 07:55:10.770,16.497935000000002
2021-03-24 08:17:20.102,16.49426
2021-03-24 08:39:29.526,16.495555
2021-03-24 09:01:38.071,16.49587
2021-03-24 09:23:47.700,16.49809
2021-03-24 09:45:56.648,16.500715
2021-03-24 10:08:06.851,16.497525
2021-03-24 10:30:15.872,16.500505
2021-03-24 10:52:24.383,16.501485000000002
2021-03-24 11:14:32.455,16.507685000000002
2021-03-24 11:36:42.519,16.507145
2021-03-24 11:58:50.676,16.5091
2021-03-24 12:21:00.963,16.512285
2021-03-24 12:33:01.222,16.513375
2021-03-24 12:55:09.267,16.51476
2021-03-24 13:17:18.566,16.51828
2021-03-24 13:39:29.834,16.521465
2021-03-24 14:01:36.399,16.527695
2021-03-24 14:23:46.046,16.525615000000002
2021-03-24 14:45:54.660,16.528355
2021-03-24 15:08:03.641,16.529104999999998
2021-03-24 15:30:13.851,16.534345000000002
2021-03-24 15:52:23.171,16.544915
2021-03-24 16:14:30.963,16.53731
2021-03-24 16:39:41.779,16.541405
2021-03-24 17:01:49.650,
2021-03-24 17:23:58.711,16.707065
2021-03-24 17:46:07.847,
2021-03-24 18:08:17.116,16.560415000000003
2021-03-24 18:30:26.137,16.556875
2021-03-24 18:52:36.226,16.566385
2021-03-24 19:14:45.635,16.572145000000003
2021-03-24 19:36:53.658,16.577375
2021-03-24 19:59:05.067,16.579855
2021-03-24 20:21:12.981,16.58184
2021-03-24 20:43:20.891,16.586885000000002
2021-03-24 21:05:29.939,16.590875
2021-03-24 21:27:39.770,16.589814999999998
2021-03-24 21:49:48.120,16.595605000000003
2021-03-24 22:11:58.527,16.596945
2021-03-24 22:31:02.255,16.59907
2021-03-24 22:53:09.960,16.601975
2021-03-24 23:15:18.481,16.607225
2021-03-24 23:37:28.141,16.610645
2021-03-24 23:59:39.473,16.613625000000003
2021-03-25 00:21:46.547,16.618595000000003
2021-03-25 00:43:54.822,16.620645
2021-03-25 01:06:05.422,16.622419999999998
2021-03-25 01:28:13.110,16.62426
2021-03-25 01:50:22.438,16.62807
2021-03-25 02:12:32.356,16.629205
2021-03-25 02:34:40.490,16.629920000000002
2021-03-25 02:56:49.540,16.628985
2021-03-25 03:18:58.669,16.629065
2021-03-25 03:41:08.069,16.628635000000003
2021-03-25 04:03:17.643,16.63343
2021-03-25 04:25:25.940,16.633095
2021-03-25 04:47:35.118,16.634955
2021-03-25 05:09:44.158,16.638090000000002
2021-03-25 05:31:54.006,16.642025
2021-03-25 05:54:04.338,16.644405
2021-03-25 06:16:15.274,16.646069999999998
2021-03-25 06:38:20.554,16.649105000000002
2021-03-25 07:00:30.782,16.650975
2021-03-25 07:22:40.111,16.649615
2021-03-25 07:31:04.652,16.65349
2021-03-25 07:55:10.639,16.644885
2021-03-25 08:17:26.465,16.63499
2021-03-25 08:39:28.943,16.642590000000002
2021-03-25 09:01:38.303,16.645265000000002
2021-03-25 09:23:48.346,16.64263
2021-03-25 09:45:56.493,16.64046
2021-03-25 10:08:05.399,16.641545
2021-03-25 10:30:15.781,16.64362
2021-03-25 10:52:23.676,16.643694999999997
2021-03-25 11:14:33.309,16.641455
2021-03-25 11:36:44.344,16.643715
2021-03-25 11:58:51.255,16.645795
2021-03-25 12:21:00.837,16.647985
2021-03-25 12:33:02.412,16.645335
2021-03-25 12:55:11.477,16.65107
2021-03-25 13:17:21.406,16.653064999999998
2021-03-25 13:39:30.640,16.653395
2021-03-25 14:01:40.583,16.65407
2021-03-25 14:23:47.598,16.659165
2021-03-25 14:45:59.967,16.659745
2021-03-25 15:08:07.515,16.657335
2021-03-25 15:30:15.244,16.665745
2021-03-25 15:52:24.861,16.657125
2021-03-25 16:14:33.235,16.661555
2021-03-25 16:39:42.663,16.677555
2021-03-25 17:01:52.972,
2021-03-25 17:24:01.135,
2021-03-25 17:46:09.904,
2021-03-25 18:08:21.393,
2021-03-25 18:30:28.280,16.676885000000002
2021-03-25 18:52:38.771,16.686105
2021-03-25 19:14:46.253,16.693725
2021-03-25 19:36:56.475,16.69479
2021-03-25 19:59:09.280,16.69303
2021-03-25 20:21:14.203,16.697174999999998
2021-03-25 20:43:23.934,16.699995
2021-03-25 21:05:32.577,16.701285000000002
2021-03-25 21:27:41.513,16.703565
2021-03-25 21:49:50.377,16.704945000000002
2021-03-25 22:12:02.882,16.70784
2021-03-25 22:31:00.842,16.708885000000002
2021-03-25 22:53:09.628,16.712615
2021-03-25 23:15:22.825,16.714415000000002
2021-03-25 23:37:28.020,16.717415
2021-03-25 23:59:36.756,16.718885
2021-03-26 00:21:46.939,16.720945
2021-03-26 00:43:55.033,16.723055
2021-03-26 07:31:35.273,16.75269
2021-03-26 07:55:43.274,16.750915000000003
2021-03-26 12:33:08.605,16.740735
2021-03-26 12:55:13.369,16.739230000000003
2021-03-26 13:17:20.568,16.74069
2021-03-26 13:39:30.120,16.744255
2021-03-26 14:01:40.579,16.746725
2021-03-26 14:23:47.455,16.746085
2021-03-26 14:45:56.529,16.749745
2021-03-26 15:08:06.817,16.754075
2021-03-26 15:30:15.355,16.756235
2021-03-26 15:52:24.765,16.766185000000004
2021-03-26 16:14:36.504,16.754725
2021-03-26 16:39:42.669,16.75658
2021-03-26 17:01:52.131,16.760199999999998
2021-03-26 17:23:52.658,16.758875
2021-03-26 17:46:01.232,16.766005
2021-03-26 18:08:10.851,16.770375
2021-03-26 18:30:19.991,16.77314
2021-03-26 18:52:28.692,16.778315
2021-03-26 19:14:45.142,16.783845000000003
2021-03-26 19:36:47.158,16.78808
2021-03-26 19:58:57.459,16.788755000000002
2021-03-26 20:21:06.077,16.79216
2021-03-26 20:43:14.107,16.79745
2021-03-26 21:05:23.247,16.80281
2021-03-26 21:27:32.356,16.808585
2021-03-26 21:49:42.684,16.808925
2021-03-26 22:11:50.522,16.811615
2021-03-26 22:31:29.959,16.813335000000002
2021-03-26 22:53:37.965,16.816605
2021-03-26 23:15:49.501,16.817135
2021-03-26 23:37:57.017,16.818075
2021-03-27 00:00:05.359,16.819305
2021-03-27 00:22:14.377,16.81741
2021-03-27 00:44:23.859,16.815615
2021-03-27 01:06:32.537,16.816270000000003
2021-03-27 01:28:42.888,16.817015
2021-03-27 01:50:50.735,16.818195
2021-03-27 02:13:00.014,16.818885
2021-03-27 02:35:09.001,16.817455000000002
2021-03-27 02:57:18.736,16.817315
2021-03-27 03:19:27.860,16.815545
2021-03-27 03:41:37.089,16.817975
2021-03-27 04:03:45.265,16.819945
2021-03-27 04:25:54.371,16.824015000000003
2021-03-27 04:48:03.486,16.82654
2021-03-27 05:10:13.243,16.832855000000002
2021-03-27 05:32:22.920,16.83324
2021-03-27 05:54:30.759,16.835275
2021-03-27 06:16:39.849,16.836525
2021-03-27 06:38:48.940,16.837925000000002
2021-03-27 07:00:58.939,16.839395
2021-03-27 07:31:03.331,16.835700000000003
2021-03-27 07:55:12.610,16.823825
2021-03-27 08:17:21.416,16.813545
2021-03-27 08:39:31.167,16.819155000000002
2021-03-27 09:01:39.612,16.812520000000003
2021-03-27 09:23:49.377,16.81491
2021-03-27 09:45:58.483,16.818224999999998
2021-03-27 10:08:06.830,16.805944999999998
2021-03-27 10:30:15.984,16.807305000000003
2021-03-27 10:52:25.148,16.807215000000003
2021-03-27 11:14:34.275,16.80448
2021-03-27 11:36:45.926,16.80887
2021-03-27 11:58:52.955,16.80327
2021-03-27 12:21:01.839,16.80367
2021-03-27 12:33:30.406,16.803449999999998
2021-03-27 12:55:40.377,16.807575
2021-03-27 13:17:48.047,16.806815
2021-03-27 13:39:57.184,16.806414999999998
2021-03-27 14:02:06.661,16.80765
2021-03-27 14:24:16.344,16.803974999999998
2021-03-27 14:46:27.703,16.805525000000003
2021-03-27 15:08:35.912,16.801925
2021-03-27 15:30:42.644,16.81121
2021-03-27 15:52:52.514,16.818585000000002
2021-03-27 16:15:01.110,16.8014
2021-03-27 16:40:02.331,16.810399999999998
2021-03-27 17:02:11.164,
2021-03-27 17:24:20.914,16.931385000000002
2021-03-27 17:46:29.483,
2021-03-27 18:08:39.685,16.814165000000003
2021-03-27 18:30:47.515,16.81297
2021-03-27 18:53:01.442,16.824755
2021-03-27 19:15:05.951,16.829025
2021-03-27 19:37:15.460,16.831185
2021-03-27 19:59:24.159,16.834175
2021-03-27 20:21:32.988,16.835805
2021-03-27 20:43:42.189,16.840565
2021-03-27 21:05:54.657,16.839935
2021-03-27 21:28:00.556,16.840095
2021-03-27 21:50:10.113,16.840725
2021-03-27 22:12:19.041,16.84146
2021-03-27 22:31:30.153,16.842245000000002
2021-03-27 22:53:39.269,16.844275
2021-03-27 23:15:48.322,16.845785000000003
2021-03-27 23:37:57.428,16.84699
2021-03-28 00:00:09.910,16.847794999999998
2021-03-28 00:22:17.534,16.849645
2021-03-28 00:44:25.524,16.8514
2021-03-28 01:06:34.394,16.85291
2021-03-28 01:28:43.560,16.852525
2021-03-28 01:50:53.188,16.852330000000002
2021-03-28 02:13:02.080,16.855315
2021-03-28 02:35:11.388,16.858774999999998
2021-03-28 02:57:19.289,16.857045
2021-03-28 03:19:29.350,16.86102
2021-03-28 03:41:39.630,16.859245
2021-03-28 04:03:47.798,16.86087
2021-03-28 04:25:56.527,16.861874999999998
2021-03-28 04:48:04.740,16.862775
2021-03-28 05:10:14.981,16.862540000000003
2021-03-28 05:32:23.108,16.864795
2021-03-28 05:54:32.610,16.864165
2021-03-28 06:16:41.249,16.864465
2021-03-28 06:38:51.069,16.86372
2021-03-28 07:00:59.779,16.864870000000003
2021-03-28 07:23:09.909,16.863925000000002
2021-03-28 07:31:00.919,16.86223
2021-03-28 07:55:11.406,16.853425
2021-03-28 08:17:19.790,16.850775
2021-03-28 08:39:28.915,16.849885
2021-03-28 09:01:37.264,16.84458
2021-03-28 09:23:46.403,16.833655000000004
2021-03-28 09:45:55.510,16.829050000000002
2021-03-28 10:08:05.102,16.825315000000003
2021-03-28 10:30:14.609,16.823135
2021-03-28 10:52:25.141,16.826365000000003
2021-03-28 11:14:33.127,16.821535
2021-03-28 11:36:41.027,16.828765000000004
2021-03-28 11:58:50.049,16.821195000000003
2021-03-28 12:20:59.931,16.82608
2021-03-28 12:33:03.438,16.829135
2021-03-28 12:55:09.060,16.825085
2021-03-28 13:17:20.142,16.826625
2021-03-28 13:39:30.713,16.821085
2021-03-28 14:01:36.931,16.826265000000003
2021-03-28 14:23:45.699,16.820674999999994
2021-03-28 14:45:54.704,16.82532
2021-03-28 15:08:03.534,16.82486
2021-03-28 15:30:12.566,16.834275
2021-03-28 15:52:22.090,16.828065
